X--Trace 1::[V(v_out)],Y--Trace 1::[V(v_out)]
0.005897956,0.397239614
0.005929206,0.527194802
0.005960456,0.63689019
0.005991706,0.722110245
0.006022956,0.779580008
0.006054206,0.807090948
0.006085456,0.803585836
0.006116706,0.769199371
0.006147956,0.705253006
0.006179206,0.614204163
0.006210456,0.499551798
0.006241706,0.365701938
0.006272956,0.217798358
0.006304206,0.061524909
0.006335456,-0.097112908
0.006366706,-0.25201873
0.006397956,-0.397239614
0.006429206,-0.527194802
0.006460456,-0.63689019
0.006491706,-0.722110245
0.006522956,-0.779580008
0.006554206,-0.807090948
0.006585456,-0.803585836
0.006616706,-0.769199371
0.006647956,-0.705253006
0.006679206,-0.614204163
0.006710456,-0.499551798
0.006741706,-0.365701938
0.006772956,-0.217798358
0.006804206,-0.061524909
0.006835456,0.097112908
0.006866706,0.25201873
0.006897956,0.397239614
0.006929206,0.527194802
0.006960456,0.63689019
0.006991706,0.722110245
0.007022956,0.779580008
0.007054206,0.807090948
0.007085456,0.803585836
0.007116706,0.769199371
0.007147956,0.705253006
0.007179206,0.614204163
0.007210456,0.499551798
0.007241706,0.365701938
0.007272956,0.217798358
0.007304206,0.061524909
0.007335456,-0.097112908
0.007366706,-0.25201873
0.007397956,-0.397239614
0.007429206,-0.527194802
0.007460456,-0.63689019
0.007491706,-0.722110245
0.007522956,-0.779580008
0.007554206,-0.807090948
0.007585456,-0.803585836
0.007616706,-0.769199371
0.007647956,-0.705253006
0.007679206,-0.614204163
0.007710456,-0.499551798
0.007741706,-0.365701938
0.007772956,-0.217798358
0.007804206,-0.061524909
0.007835456,0.097112908
0.007866706,0.25201873
0.007897956,0.397239614
0.007929206,0.527194802
0.007960456,0.63689019
0.007991706,0.722110245
0.008022956,0.779580008
0.008054206,0.807090948
0.008085456,0.803585836
0.008116706,0.769199371
0.008147956,0.705253006
0.008179206,0.614204163
0.008210456,0.499551798
0.008241706,0.365701938
0.008272956,0.217798358
0.008304206,0.061524909
0.008335456,-0.097112908
0.008366706,-0.25201873
0.008397956,-0.397239614
0.008429206,-0.527194802
0.008460456,-0.63689019
0.008491706,-0.722110245
0.008522956,-0.779580008
0.008554206,-0.807090948
0.008585456,-0.803585836
0.008616706,-0.769199371
0.008647956,-0.705253006
0.008679206,-0.614204163
0.008710456,-0.499551798
0.008741706,-0.365701938
0.008772956,-0.217798358
0.008804206,-0.061524909
0.008835456,0.097112908
0.008866706,0.25201873
0.008897956,0.397239614
0.008929206,0.527194802
0.008960456,0.63689019
0.008991706,0.722110245
0.009022956,0.779580008
0.009054206,0.807090948
0.009085456,0.803585836
0.009116706,0.769199371
0.009147956,0.705253006
0.009179206,0.614204163
0.009210456,0.499551798
0.009241706,0.365701938
0.009272956,0.217798358
0.009304206,0.061524909
0.009335456,-0.097112908
0.009366706,-0.25201873
0.009397956,-0.397239614
0.009429206,-0.527194802
0.009460456,-0.63689019
0.009491706,-0.722110245
0.009522956,-0.779580008
0.009554206,-0.807090948
0.009585456,-0.803585836
0.009616706,-0.769199371
0.009647956,-0.705253006
0.009679206,-0.614204163
0.009710456,-0.499551798
0.009741706,-0.365701938
0.009772956,-0.217798358
0.009804206,-0.061524909
0.009835456,0.097112908
0.009866706,0.25201873
0.009897956,0.397239614
0.009929206,0.527194802
0.009960456,0.63689019
0.009991706,0.722110245
0.01,0.739935622
