X--Trace 1::[(V(PR3)-V(PR2))],Y--Trace 1::[(V(PR3)-V(PR2))],,X--Trace 2::[-I(Rd:2) | I(PR1)],Y--Trace 2::[-I(Rd:2) | I(PR1)],,X--Trace 3::[V(1) | V(PR3)],Y--Trace 3::[V(1) | V(PR3)]
4.16,9.159922872,,4.16,7.63643E-08,,4.16,4.159923636
4.17,9.169922788,,4.17,7.64477E-08,,4.17,4.169923552
4.18,9.179922704,,4.18,7.65311E-08,,4.18,4.179923469
4.19,9.189922619,,4.19,7.66144E-08,,4.19,4.189923386
4.2,9.199922535,,4.2,7.66978E-08,,4.2,4.199923302
4.21,9.209922451,,4.21,7.67812E-08,,4.21,4.209923219
4.22,9.219922367,,4.22,7.68646E-08,,4.22,4.219923135
4.23,9.229922283,,4.23,7.69479E-08,,4.23,4.229923052
4.24,9.239922198,,4.24,7.70313E-08,,4.24,4.239922969
4.25,9.249922114,,4.25,7.71147E-08,,4.25,4.249922885
4.26,9.25992203,,4.26,7.71981E-08,,4.26,4.259922802
4.27,9.269921946,,4.27,7.72814E-08,,4.27,4.269922719
4.28,9.279921861,,4.28,7.73648E-08,,4.28,4.279922635
4.29,9.289921777,,4.29,7.74482E-08,,4.29,4.289922552
4.3,9.299921693,,4.3,7.75315E-08,,4.3,4.299922468
4.31,9.309921609,,4.31,7.76149E-08,,4.31,4.309922385
4.32,9.319921525,,4.32,7.76983E-08,,4.32,4.319922302
4.33,9.32992144,,4.33,7.77817E-08,,4.33,4.329922218
4.34,9.339921356,,4.34,7.7865E-08,,4.34,4.339922135
4.35,9.349921272,,4.35,7.79484E-08,,4.35,4.349922052
4.36,9.359921188,,4.36,7.80318E-08,,4.36,4.359921968
4.37,9.369921104,,4.37,7.81152E-08,,4.37,4.369921885
4.38,9.379921019,,4.38,7.81985E-08,,4.38,4.379921801
4.39,9.389920935,,4.39,7.82819E-08,,4.39,4.389921718
4.4,9.399920851,,4.4,7.83653E-08,,4.4,4.399921635
4.41,9.409920767,,4.41,7.84486E-08,,4.41,4.409921551
4.42,9.419920683,,4.42,7.8532E-08,,4.42,4.419921468
4.43,9.429920598,,4.43,7.86154E-08,,4.43,4.429921385
4.44,9.439920514,,4.44,7.86988E-08,,4.44,4.439921301
4.45,9.44992043,,4.45,7.87821E-08,,4.45,4.449921218
4.46,9.459920346,,4.46,7.88655E-08,,4.46,4.459921134
4.47,9.469920262,,4.47,7.89489E-08,,4.47,4.469921051
4.48,9.479920177,,4.48,7.90323E-08,,4.48,4.479920968
4.49,9.489920093,,4.49,7.91156E-08,,4.49,4.489920884
4.5,9.499920009,,4.5,7.9199E-08,,4.5,4.499920801
4.51,9.509919925,,4.51,7.92824E-08,,4.51,4.509920718
4.52,9.519919841,,4.52,7.93657E-08,,4.52,4.519920634
4.53,9.529919756,,4.53,7.94491E-08,,4.53,4.529920551
4.54,9.539919672,,4.54,7.95325E-08,,4.54,4.539920468
4.55,9.549919588,,4.55,7.96159E-08,,4.55,4.549920384
4.56,9.559919504,,4.56,7.96992E-08,,4.56,4.559920301
4.57,9.56991942,,4.57,7.97826E-08,,4.57,4.569920217
4.58,9.579919335,,4.58,7.9866E-08,,4.58,4.579920134
4.59,9.589919251,,4.59,7.99494E-08,,4.59,4.589920051
4.6,9.599919167,,4.6,8.00327E-08,,4.6,4.599919967
4.61,9.609919083,,4.61,8.01161E-08,,4.61,4.609919884
4.62,9.619918998,,4.62,8.01995E-08,,4.62,4.619919801
4.63,9.629918914,,4.63,8.02828E-08,,4.63,4.629919717
4.64,9.63991883,,4.64,8.03662E-08,,4.64,4.639919634
4.65,9.649918746,,4.65,8.04496E-08,,4.65,4.64991955
4.66,9.659918662,,4.66,8.0533E-08,,4.66,4.659919467
4.67,9.669918577,,4.67,8.06163E-08,,4.67,4.669919384
4.68,9.679918493,,4.68,8.06997E-08,,4.68,4.6799193
4.69,9.689918409,,4.69,8.07831E-08,,4.69,4.689919217
4.7,9.699918325,,4.7,8.08665E-08,,4.7,4.699919134
4.71,9.709918241,,4.71,8.09498E-08,,4.71,4.70991905
4.72,9.719918156,,4.72,8.10332E-08,,4.72,4.719918967
4.73,9.729918072,,4.73,8.11166E-08,,4.73,4.729918883
4.74,9.739917988,,4.74,8.11999E-08,,4.74,4.7399188
4.75,9.749917904,,4.75,8.12833E-08,,4.75,4.749918717
4.76,9.75991782,,4.76,8.13667E-08,,4.76,4.759918633
4.77,9.769917735,,4.77,8.14501E-08,,4.77,4.76991855
4.78,9.779917651,,4.78,8.15334E-08,,4.78,4.779918467
4.79,9.789917567,,4.79,8.16168E-08,,4.79,4.789918383
4.8,9.799917483,,4.8,8.17002E-08,,4.8,4.7999183
4.81,9.809917399,,4.81,8.17836E-08,,4.81,4.809918216
4.82,9.819917314,,4.82,8.18669E-08,,4.82,4.819918133
4.83,9.82991723,,4.83,8.19503E-08,,4.83,4.82991805
4.84,9.839917146,,4.84,8.20337E-08,,4.84,4.839917966
4.85,9.849917062,,4.85,8.2117E-08,,4.85,4.849917883
4.86,9.859916978,,4.86,8.22004E-08,,4.86,4.8599178
4.87,9.869916893,,4.87,8.22838E-08,,4.87,4.869917716
4.88,9.879916809,,4.88,8.23672E-08,,4.88,4.879917633
4.89,9.889916725,,4.89,8.24505E-08,,4.89,4.889917549
4.9,9.899916641,,4.9,8.25339E-08,,4.9,4.899917466
4.91,9.909916556,,4.91,8.26173E-08,,4.91,4.909917383
4.92,9.919916472,,4.92,8.27007E-08,,4.92,4.919917299
4.93,9.929916388,,4.93,8.2784E-08,,4.93,4.929917216
4.94,9.939916304,,4.94,8.28674E-08,,4.94,4.939917133
4.95,9.94991622,,4.95,8.29508E-08,,4.95,4.949917049
4.96,9.959916135,,4.96,8.30341E-08,,4.96,4.959916966
4.97,9.969916051,,4.97,8.31175E-08,,4.97,4.969916882
4.98,9.979915967,,4.98,8.32009E-08,,4.98,4.979916799
4.99,9.989915883,,4.99,8.32843E-08,,4.99,4.989916716
5,9.999915799,,5,8.33676E-08,,5,4.999916632
5.01,10.00991571,,5.01,8.3451E-08,,5.01,5.009916549
5.02,10.01991563,,5.02,8.35344E-08,,5.02,5.019916466
5.03,10.02991555,,5.03,8.36177E-08,,5.03,5.029916382
5.04,10.03991546,,5.04,8.37011E-08,,5.04,5.039916299
5.05,10.04991538,,5.05,8.37845E-08,,5.05,5.049916216
5.06,10.05991529,,5.06,8.38679E-08,,5.06,5.059916132
5.07,10.06991521,,5.07,8.39512E-08,,5.07,5.069916049
5.08,10.07991512,,5.08,8.40346E-08,,5.08,5.079915965
5.09,10.08991504,,5.09,8.4118E-08,,5.09,5.089915882
5.1,10.09991496,,5.1,8.42014E-08,,5.1,5.099915799
5.11,10.10991487,,5.11,8.42847E-08,,5.11,5.109915715
5.12,10.11991479,,5.12,8.43681E-08,,5.12,5.119915632
5.13,10.1299147,,5.13,8.44515E-08,,5.13,5.129915549
5.14,10.13991462,,5.14,8.45348E-08,,5.14,5.139915465
5.15,10.14991454,,5.15,8.46182E-08,,5.15,5.149915382
5.16,10.15991445,,5.16,8.47016E-08,,5.16,5.159915298
5.17,10.16991437,,5.17,8.4785E-08,,5.17,5.169915215
5.18,10.17991428,,5.18,8.48683E-08,,5.18,5.179915132
5.19,10.1899142,,5.19,8.49517E-08,,5.19,5.189915048
5.2,10.19991411,,5.2,8.50351E-08,,5.2,5.199914965
5.21,10.20991403,,5.21,8.51185E-08,,5.21,5.209914882
5.22,10.21991395,,5.22,8.52018E-08,,5.22,5.219914798
5.23,10.22991386,,5.23,8.52852E-08,,5.23,5.229914715
5.24,10.23991378,,5.24,8.53686E-08,,5.24,5.239914631
5.25,10.24991369,,5.25,8.54519E-08,,5.25,5.249914548
5.26,10.25991361,,5.26,8.55353E-08,,5.26,5.259914465
5.27,10.26991353,,5.27,8.56187E-08,,5.27,5.269914381
5.28,10.27991344,,5.28,8.57021E-08,,5.28,5.279914298
5.29,10.28991336,,5.29,8.57854E-08,,5.29,5.289914215
5.3,10.29991327,,5.3,8.58688E-08,,5.3,5.299914131
5.31,10.30991319,,5.31,8.59522E-08,,5.31,5.309914048
5.32,10.3199131,,5.32,8.60356E-08,,5.32,5.319913964
5.33,10.32991302,,5.33,8.61189E-08,,5.33,5.329913881
5.34,10.33991294,,5.34,8.62023E-08,,5.34,5.339913798
5.35,10.34991285,,5.35,8.62857E-08,,5.35,5.349913714
5.36,10.35991277,,5.36,8.6369E-08,,5.36,5.359913631
5.37,10.36991268,,5.37,8.64524E-08,,5.37,5.369913548
5.38,10.3799126,,5.38,8.65358E-08,,5.38,5.379913464
5.39,10.38991251,,5.39,8.66192E-08,,5.39,5.389913381
5.4,10.39991243,,5.4,8.67025E-08,,5.4,5.399913297
5.41,10.40991235,,5.41,8.67859E-08,,5.41,5.409913214
5.42,10.41991226,,5.42,8.68693E-08,,5.42,5.419913131
5.43,10.42991218,,5.43,8.69527E-08,,5.43,5.429913047
5.44,10.43991209,,5.44,8.7036E-08,,5.44,5.439912964
5.45,10.44991201,,5.45,8.71194E-08,,5.45,5.449912881
5.46,10.45991193,,5.46,8.72028E-08,,5.46,5.459912797
5.47,10.46991184,,5.47,8.72861E-08,,5.47,5.469912714
5.48,10.47991176,,5.48,8.73695E-08,,5.48,5.47991263
5.49,10.48991167,,5.49,8.74529E-08,,5.49,5.489912547
5.5,10.49991159,,5.5,8.75363E-08,,5.5,5.499912464
5.51,10.5099115,,5.51,8.76196E-08,,5.51,5.50991238
5.52,10.51991142,,5.52,8.7703E-08,,5.52,5.519912297
5.53,10.52991134,,5.53,8.77864E-08,,5.53,5.529912214
5.54,10.53991125,,5.54,8.78698E-08,,5.54,5.53991213
5.55,10.54991117,,5.55,8.79531E-08,,5.55,5.549912047
5.56,10.55991108,,5.56,8.80365E-08,,5.56,5.559911964
5.57,10.569911,,5.57,8.81199E-08,,5.57,5.56991188
5.58,10.57991091,,5.58,8.82032E-08,,5.58,5.579911797
5.59,10.58991083,,5.59,8.82866E-08,,5.59,5.589911713
5.6,10.59991075,,5.6,8.837E-08,,5.6,5.59991163
5.61,10.60991066,,5.61,8.84534E-08,,5.61,5.609911547
5.62,10.61991058,,5.62,8.85367E-08,,5.62,5.619911463
5.63,10.62991049,,5.63,8.86201E-08,,5.63,5.62991138
5.64,10.63991041,,5.64,8.87035E-08,,5.64,5.639911297
5.65,10.64991033,,5.65,8.87869E-08,,5.65,5.649911213
5.66,10.65991024,,5.66,8.88702E-08,,5.66,5.65991113
5.67,10.66991016,,5.67,8.89536E-08,,5.67,5.669911046
5.68,10.67991007,,5.68,8.9037E-08,,5.68,5.679910963
5.69,10.68990999,,5.69,8.91203E-08,,5.69,5.68991088
5.7,10.6999099,,5.7,8.92037E-08,,5.7,5.699910796
5.71,10.70990982,,5.71,8.92871E-08,,5.71,5.709910713
5.72,10.71990974,,5.72,8.93705E-08,,5.72,5.71991063
5.73,10.72990965,,5.73,8.94538E-08,,5.73,5.729910546
5.74,10.73990957,,5.74,8.95372E-08,,5.74,5.739910463
5.75,10.74990948,,5.75,8.96206E-08,,5.75,5.749910379
5.76,10.7599094,,5.76,8.9704E-08,,5.76,5.759910296
5.77,10.76990931,,5.77,8.97873E-08,,5.77,5.769910213
5.78,10.77990923,,5.78,8.98707E-08,,5.78,5.779910129
5.79,10.78990915,,5.79,8.99541E-08,,5.79,5.789910046
5.8,10.79990906,,5.8,9.00374E-08,,5.8,5.799909963
5.81,10.80990898,,5.81,9.01208E-08,,5.81,5.809909879
5.82,10.81990889,,5.82,9.02042E-08,,5.82,5.819909796
5.83,10.82990881,,5.83,9.02876E-08,,5.83,5.829909712
5.84,10.83990873,,5.84,9.03709E-08,,5.84,5.839909629
5.85,10.84990864,,5.85,9.04543E-08,,5.85,5.849909546
5.86,10.85990856,,5.86,9.05377E-08,,5.86,5.859909462
5.87,10.86990847,,5.87,9.06211E-08,,5.87,5.869909379
5.88,10.87990839,,5.88,9.07044E-08,,5.88,5.879909296
5.89,10.8899083,,5.89,9.07878E-08,,5.89,5.889909212
5.9,10.89990822,,5.9,9.08712E-08,,5.9,5.899909129
5.91,10.90990814,,5.91,9.09545E-08,,5.91,5.909909045
5.92,10.91990805,,5.92,9.10379E-08,,5.92,5.919908962
5.93,10.92990797,,5.93,9.11213E-08,,5.93,5.929908879
5.94,10.93990788,,5.94,9.12047E-08,,5.94,5.939908795
5.95,10.9499078,,5.95,9.1288E-08,,5.95,5.949908712
5.96,10.95990771,,5.96,9.13714E-08,,5.96,5.959908629
5.97,10.96990763,,5.97,9.14548E-08,,5.97,5.969908545
5.98,10.97990755,,5.98,9.15381E-08,,5.98,5.979908462
5.99,10.98990746,,5.99,9.16215E-08,,5.99,5.989908378
6,10.99990738,,6,9.17049E-08,,6,5.999908295
6.01,11.00990729,,6.01,9.17883E-08,,6.01,6.009908212
6.02,11.01990721,,6.02,9.18716E-08,,6.02,6.019908128
6.03,11.02990713,,6.03,9.1955E-08,,6.03,6.029908045
6.04,11.03990704,,6.04,9.20384E-08,,6.04,6.039907962
6.05,11.04990696,,6.05,9.21218E-08,,6.05,6.049907878
6.06,11.05990687,,6.06,9.22051E-08,,6.06,6.059907795
6.07,11.06990679,,6.07,9.22885E-08,,6.07,6.069907711
6.08,11.0799067,,6.08,9.23719E-08,,6.08,6.079907628
6.09,11.08990662,,6.09,9.24552E-08,,6.09,6.089907545
6.1,11.09990654,,6.1,9.25386E-08,,6.1,6.099907461
6.11,11.10990645,,6.11,9.2622E-08,,6.11,6.109907378
6.12,11.11990637,,6.12,9.27054E-08,,6.12,6.119907295
6.13,11.12990628,,6.13,9.27887E-08,,6.13,6.129907211
6.14,11.1399062,,6.14,9.28721E-08,,6.14,6.139907128
6.15,11.14990611,,6.15,9.29555E-08,,6.15,6.149907045
6.16,11.15990603,,6.16,9.30389E-08,,6.16,6.159906961
6.17,11.16990595,,6.17,9.31222E-08,,6.17,6.169906878
6.18,11.17990586,,6.18,9.32056E-08,,6.18,6.179906794
6.19,11.18990578,,6.19,9.3289E-08,,6.19,6.189906711
6.2,11.19990569,,6.2,9.33723E-08,,6.2,6.199906628
6.21,11.20990561,,6.21,9.34557E-08,,6.21,6.209906544
6.22,11.21990553,,6.22,9.35391E-08,,6.22,6.219906461
6.23,11.22990544,,6.23,9.36225E-08,,6.23,6.229906378
6.24,11.23990536,,6.24,9.37058E-08,,6.24,6.239906294
6.25,11.24990527,,6.25,9.37892E-08,,6.25,6.249906211
6.26,11.25990519,,6.26,9.38726E-08,,6.26,6.259906127
6.27,11.2699051,,6.27,9.3956E-08,,6.27,6.269906044
6.28,11.27990502,,6.28,9.40393E-08,,6.28,6.279905961
6.29,11.28990494,,6.29,9.41227E-08,,6.29,6.289905877
6.3,11.29990485,,6.3,9.42061E-08,,6.3,6.299905794
6.31,11.30990477,,6.31,9.42894E-08,,6.31,6.309905711
6.32,11.31990468,,6.32,9.43728E-08,,6.32,6.319905627
6.33,11.3299046,,6.33,9.44562E-08,,6.33,6.329905544
6.34,11.33990452,,6.34,9.45396E-08,,6.34,6.33990546
6.35,11.34990443,,6.35,9.46229E-08,,6.35,6.349905377
6.36,11.35990435,,6.36,9.47063E-08,,6.36,6.359905294
6.37,11.36990426,,6.37,9.47897E-08,,6.37,6.36990521
6.38,11.37990418,,6.38,9.48731E-08,,6.38,6.379905127
6.39,11.38990409,,6.39,9.49564E-08,,6.39,6.389905044
6.4,11.39990401,,6.4,9.50398E-08,,6.4,6.39990496
6.41,11.40990393,,6.41,9.51232E-08,,6.41,6.409904877
6.42,11.41990384,,6.42,9.52065E-08,,6.42,6.419904793
6.43,11.42990376,,6.43,9.52899E-08,,6.43,6.42990471
6.44,11.43990367,,6.44,9.53733E-08,,6.44,6.439904627
6.45,11.44990359,,6.45,9.54567E-08,,6.45,6.449904543
6.46,11.4599035,,6.46,9.554E-08,,6.46,6.45990446
6.47,11.46990342,,6.47,9.56234E-08,,6.47,6.469904377
6.48,11.47990334,,6.48,9.57068E-08,,6.48,6.479904293
6.49,11.48990325,,6.49,9.57902E-08,,6.49,6.48990421
6.5,11.49990317,,6.5,9.58735E-08,,6.5,6.499904126
6.51,11.50990308,,6.51,9.59569E-08,,6.51,6.509904043
6.52,11.519903,,6.52,9.60403E-08,,6.52,6.51990396
6.53,11.52990292,,6.53,9.61236E-08,,6.53,6.529903876
6.54,11.53990283,,6.54,9.6207E-08,,6.54,6.539903793
6.55,11.54990275,,6.55,9.62904E-08,,6.55,6.54990371
6.56,11.55990266,,6.56,9.63738E-08,,6.56,6.559903626
6.57,11.56990258,,6.57,9.64571E-08,,6.57,6.569903543
6.58,11.57990249,,6.58,9.65405E-08,,6.58,6.579903459
6.59,11.58990241,,6.59,9.66239E-08,,6.59,6.589903376
6.6,11.59990233,,6.6,9.67073E-08,,6.6,6.599903293
6.61,11.60990224,,6.61,9.67906E-08,,6.61,6.609903209
6.62,11.61990216,,6.62,9.6874E-08,,6.62,6.619903126
6.63,11.62990207,,6.63,9.69574E-08,,6.63,6.629903043
6.64,11.63990199,,6.64,9.70407E-08,,6.64,6.639902959
6.65,11.6499019,,6.65,9.71241E-08,,6.65,6.649902876
6.66,11.65990182,,6.66,9.72075E-08,,6.66,6.659902793
6.67,11.66990174,,6.67,9.72909E-08,,6.67,6.669902709
6.68,11.67990165,,6.68,9.73742E-08,,6.68,6.679902626
6.69,11.68990157,,6.69,9.74576E-08,,6.69,6.689902542
6.7,11.69990148,,6.7,9.7541E-08,,6.7,6.699902459
6.71,11.7099014,,6.71,9.76244E-08,,6.71,6.709902376
6.72,11.71990132,,6.72,9.77077E-08,,6.72,6.719902292
6.73,11.72990123,,6.73,9.77911E-08,,6.73,6.729902209
6.74,11.73990115,,6.74,9.78745E-08,,6.74,6.739902126
6.75,11.74990106,,6.75,9.79578E-08,,6.75,6.749902042
6.76,11.75990098,,6.76,9.80412E-08,,6.76,6.759901959
6.77,11.76990089,,6.77,9.81246E-08,,6.77,6.769901875
6.78,11.77990081,,6.78,9.8208E-08,,6.78,6.779901792
6.79,11.78990073,,6.79,9.82913E-08,,6.79,6.789901709
6.8,11.79990064,,6.8,9.83747E-08,,6.8,6.799901625
6.81,11.80990056,,6.81,9.84581E-08,,6.81,6.809901542
6.82,11.81990047,,6.82,9.85415E-08,,6.82,6.819901459
6.83,11.82990039,,6.83,9.86248E-08,,6.83,6.829901375
6.84,11.8399003,,6.84,9.87082E-08,,6.84,6.839901292
6.85,11.84990022,,6.85,9.87916E-08,,6.85,6.849901208
6.86,11.85990014,,6.86,9.88749E-08,,6.86,6.859901125
6.87,11.86990005,,6.87,9.89583E-08,,6.87,6.869901042
6.88,11.87989997,,6.88,9.90417E-08,,6.88,6.879900958
6.89,11.88989988,,6.89,9.91251E-08,,6.89,6.889900875
6.9,11.8998998,,6.9,9.92084E-08,,6.9,6.899900792
6.91,11.90989972,,6.91,9.92918E-08,,6.91,6.909900708
6.92,11.91989963,,6.92,9.93752E-08,,6.92,6.919900625
6.93,11.92989955,,6.93,9.94585E-08,,6.93,6.929900541
6.94,11.93989946,,6.94,9.95419E-08,,6.94,6.939900458
6.95,11.94989938,,6.95,9.96253E-08,,6.95,6.949900375
6.96,11.95989929,,6.96,9.97087E-08,,6.96,6.959900291
6.97,11.96989921,,6.97,9.9792E-08,,6.97,6.969900208
6.98,11.97989913,,6.98,9.98754E-08,,6.98,6.979900125
6.99,11.98989904,,6.99,9.99588E-08,,6.99,6.989900041
7,11.99989896,,7,1.00042E-07,,7,6.999899958
